full_address,estimate_date,estimate_value,estimate_range,link
"48C Hatton Road, Orewa",14/12/2018,$1.29M,$1.22M - $1.36M,https://www.homes.co.nz/address/orewa/orewa/48c-hatton-road/R0gYE
"37A/30 Ambassador Glade, Orewa",1/01/1970,$930K,$880K - $980K,https://www.homes.co.nz/address/orewa/orewa/37a-30-ambassador-glade/vrze
"66E Grand Drive, Orewa",28/11/2007,$910K,$860K - $965K,https://www.homes.co.nz/address/orewa/orewa/66e-grand-drive/LoGxq
"23 Waldorf Crescent, Orewa",24/06/2017,$1.7M,$1.61M - $1.8M,https://www.homes.co.nz/address/orewa/orewa/23-waldorf-crescent/J4ky1
"104 Panorama Heights, Orewa",26/02/2014,$1.19M,$1.12M - $1.25M,https://www.homes.co.nz/address/orewa/orewa/104-panorama-heights/K7JVB
"2/4 Manuka Street, Orewa",17/09/2004,$1.08M,$1.02M - $1.14M,https://www.homes.co.nz/address/orewa/orewa/2-4-manuka-street/bVVLY
"100 Florence Avenue, Orewa",1/01/1970,$1.02M,$965K - $1.08M,https://www.homes.co.nz/address/orewa/orewa/100-florence-avenue/BjGyj
"11A Milton Road, Orewa",20/06/2012,$1.38M,$1.3M - $1.46M,https://www.homes.co.nz/address/orewa/orewa/11a-milton-road/Ogze
"48 Grovenor Drive, Orewa",7/11/2018,$2.13M,$2.01M - $2.25M,https://www.homes.co.nz/address/orewa/orewa/48-grovenor-drive/vbq5P
"11A Puriri Avenue, Orewa",2/11/2011,$965K,$915K - $1.02M,https://www.homes.co.nz/address/orewa/orewa/11a-puriri-avenue/R5OO1
"14 Nickell Place, Orewa",4/07/2020,$1.12M,$1.06M - $1.19M,https://www.homes.co.nz/address/orewa/orewa/14-nickell-place/bjGR2
"49 Kath Hopper Drive, Orewa",28/02/2018,$1.13M,$1.06M - $1.19M,https://www.homes.co.nz/address/orewa/orewa/49-kath-hopper-drive/BjjK5
"2B Nukumea Common, Orewa",4/05/2005,$940K,$885K - $990K,https://www.homes.co.nz/address/orewa/orewa/2b-nukumea-common/LDayW
"44 Kath Hopper Drive, Orewa",22/10/2019,$1.33M,$1.26M - $1.4M,https://www.homes.co.nz/address/orewa/orewa/44-kath-hopper-drive/Zj1gp
"24 Kensington Drive, Orewa",8/03/2016,$1.44M,$1.36M - $1.52M,https://www.homes.co.nz/address/orewa/orewa/24-kensington-drive/gzMN
"11A Nukumea Common, Orewa",7/05/2012,$1.08M,$1.02M - $1.14M,https://www.homes.co.nz/address/orewa/orewa/11a-nukumea-common/5o9R5
"48A/30 Ambassador Glade, Orewa",1/01/1970,$895K,$845K - $945K,https://www.homes.co.nz/address/orewa/orewa/48a-30-ambassador-glade/EY40O
"205/30 Ambassador Glade, Orewa",1/01/1970,$585K,$555K - $620K,https://www.homes.co.nz/address/orewa/orewa/205-30-ambassador-glade/LOr8J
"2/29 Pine Road, Orewa",3/12/2014,$810K,$765K - $855K,https://www.homes.co.nz/address/orewa/orewa/2-29-pine-road/PMvXw
"2/89 Florence Avenue, Orewa",1/01/1970,$1.21M,$1.14M - $1.28M,https://www.homes.co.nz/address/orewa/orewa/2-89-florence-avenue/GE0J1
"2/94 Florence Avenue, Orewa",1/01/1970,$995K,$940K - $1.05M,https://www.homes.co.nz/address/orewa/orewa/2-94-florence-avenue/pDOE2
"25 Waldorf Crescent, Orewa",2/02/2011,$1.35M,$1.27M - $1.42M,https://www.homes.co.nz/address/orewa/orewa/25-waldorf-crescent/wP87j
"46 Parkside Drive, Orewa",2/03/2017,$1.02M,$970K - $1.08M,https://www.homes.co.nz/address/orewa/orewa/46-parkside-drive/gN01M
"1 Karauria Lane, Orewa",29/04/2016,$1.19M,$1.13M - $1.26M,https://www.homes.co.nz/address/orewa/orewa/1-karauria-lane/pDDb5
"42 Millennial Way, Orewa",25/05/2013,$1.03M,$980K - $1.09M,https://www.homes.co.nz/address/orewa/orewa/42-millennial-way/QnP5E
"80 Panorama Heights, Orewa",22/10/2019,$1.19M,$1.12M - $1.25M,https://www.homes.co.nz/address/orewa/orewa/80-panorama-heights/Y11Lp
"29 Kensington Drive, Orewa",24/02/2021,$1.15M,$1.08M - $1.21M,https://www.homes.co.nz/address/orewa/orewa/29-kensington-drive/4zN5g
"51 Landmark Terrace, Orewa",1/01/1970,$1.17M,$1.11M - $1.24M,https://www.homes.co.nz/address/orewa/orewa/51-landmark-terrace/WKJJk
"9 Settlers Grove, Orewa",16/08/2019,$1.12M,$1.06M - $1.18M,https://www.homes.co.nz/address/orewa/orewa/9-settlers-grove/PDDjk
"16 Edgewater Grove, Orewa",5/06/2016,$1.77M,$1.67M - $1.86M,https://www.homes.co.nz/address/orewa/orewa/16-edgewater-grove/0wyLR
"49 Settlers Grove, Orewa",27/02/2011,$1.55M,$1.47M - $1.64M,https://www.homes.co.nz/address/orewa/orewa/49-settlers-grove/ZB2V
"34B Lakeside Drive, Orewa",17/07/2019,$1.02M,$970K - $1.08M,https://www.homes.co.nz/address/orewa/orewa/34b-lakeside-drive/GORoX
"3/18 West Hoe Road, Orewa",1/01/1970,$940K,$890K - $990K,https://www.homes.co.nz/address/orewa/orewa/3-18-west-hoe-road/M8y01
"16B Centreway Road, Orewa",19/03/2013,$1.01M,$960K - $1.07M,https://www.homes.co.nz/address/orewa/orewa/16b-centreway-road/janDM
"24 Eaves Bush Parade, Orewa",3/02/2014,$1.58M,$1.49M - $1.67M,https://www.homes.co.nz/address/orewa/orewa/24-eaves-bush-parade/jZyj
"14C Weiti Road, Orewa",28/04/2005,$1.08M,$1.02M - $1.14M,https://www.homes.co.nz/address/orewa/orewa/14c-weiti-road/EMB0O
"20 The Ritz, Orewa",24/06/2015,$1.55M,$1.46M - $1.63M,https://www.homes.co.nz/address/orewa/orewa/20-the-ritz/rLK1
"9 Kath Hopper Drive, Orewa",1/03/2020,$1.22M,$1.15M - $1.29M,https://www.homes.co.nz/address/orewa/orewa/9-kath-hopper-drive/rxnRD
"15 Annalise Place, Orewa",30/01/2017,$1.02M,$960K - $1.07M,https://www.homes.co.nz/address/orewa/orewa/15-annalise-place/YYNGG
"3/30 Ambassador Glade, Orewa",1/01/1970,$1.1M,$1.04M - $1.16M,https://www.homes.co.nz/address/orewa/orewa/3-30-ambassador-glade/vp9Dl
"36 Manhattan Rise, Orewa",14/12/2016,$1.69M,$1.59M - $1.78M,https://www.homes.co.nz/address/orewa/orewa/36-manhattan-rise/B9laq
"12 Maygrove Drive, Orewa",14/04/2021,$1.18M,$1.11M - $1.24M,https://www.homes.co.nz/address/orewa/orewa/12-maygrove-drive/MobZv
"63 Roberta Crescent, Orewa",1/03/2013,$1.5M,$1.42M - $1.58M,https://www.homes.co.nz/address/orewa/orewa/63-roberta-crescent/1w0X
"116 Eaves Bush Parade, Orewa",1/01/1970,$1.68M,$1.58M - $1.77M,https://www.homes.co.nz/address/orewa/orewa/116-eaves-bush-parade/40l0V
"26 Kensington Drive, Orewa",3/02/2021,$1.26M,$1.19M - $1.34M,https://www.homes.co.nz/address/orewa/orewa/26-kensington-drive/JM8Qv
"24B Weiti Road, Orewa",1/11/2011,$930K,$880K - $985K,https://www.homes.co.nz/address/orewa/orewa/24b-weiti-road/Rg4yq
"10A Ross Crescent, Orewa",1/01/1970,$1.08M,$1.02M - $1.14M,https://www.homes.co.nz/address/orewa/orewa/10a-ross-crescent/a85yn
"2 Bellbird Place, Orewa",11/02/2016,$700K,$665K - $740K,https://www.homes.co.nz/address/orewa/orewa/2-bellbird-place/0rzqO
"3A Hatton Road, Orewa",19/09/2018,$985K,$930K - $1.04M,https://www.homes.co.nz/address/orewa/orewa/3a-hatton-road/ODV2j
"72 Eaves Bush Parade, Orewa",26/09/2014,$1.32M,$1.25M - $1.39M,https://www.homes.co.nz/address/orewa/orewa/72-eaves-bush-parade/nYoGg
"78 Maire Road, Orewa",24/02/2013,$1.34M,$1.27M - $1.41M,https://www.homes.co.nz/address/orewa/orewa/78-maire-road/0nQbR
"33 Weiti Road, Orewa",1/01/1970,$1.27M,$1.2M - $1.34M,https://www.homes.co.nz/address/orewa/orewa/33-weiti-road/8jOWj
"30 Pine Road, Orewa",31/12/2011,$940K,$885K - $990K,https://www.homes.co.nz/address/orewa/orewa/30-pine-road/YYOyp
"2B Roberta Crescent, Orewa",13/05/2008,$1.04M,$980K - $1.09M,https://www.homes.co.nz/address/orewa/orewa/2b-roberta-crescent/ooeL5
"110 Eaves Bush Parade, Orewa",11/10/2018,$1.48M,$1.4M - $1.56M,https://www.homes.co.nz/address/orewa/orewa/110-eaves-bush-parade/DAroD
"2/137 Centreway Road, Orewa",1/05/2011,$1.09M,$1.03M - $1.15M,https://www.homes.co.nz/address/orewa/orewa/2-137-centreway-road/Gv2O
"70 Maire Road, Orewa",10/05/2015,$1.6M,$1.51M - $1.68M,https://www.homes.co.nz/address/orewa/orewa/70-maire-road/QpgP
"73 Parkside Drive, Orewa",4/11/2020,$1.29M,$1.22M - $1.36M,https://www.homes.co.nz/address/orewa/orewa/73-parkside-drive/Nerl
"100 Panorama Heights, Orewa",16/06/2015,$1.23M,$1.17M - $1.3M,https://www.homes.co.nz/address/orewa/orewa/100-panorama-heights/z4nO5
"6 Kath Hopper Drive, Orewa",6/04/2004,$1.28M,$1.21M - $1.35M,https://www.homes.co.nz/address/orewa/orewa/6-kath-hopper-drive/89Gx
"17 The Ritz, Orewa",1/01/1970,$1.68M,$1.59M - $1.77M,https://www.homes.co.nz/address/orewa/orewa/17-the-ritz/nYZM
"14A Forest Glen, Orewa",13/04/2021,$955K,$915K - $985K,https://www.homes.co.nz/address/orewa/orewa/14a-forest-glen/ZxpJN
"174B Centreway Road, Orewa",2/06/2021,$1.11M,$1.05M - $1.17M,https://www.homes.co.nz/address/orewa/orewa/174b-centreway-road/ORvY
"55 Grand Drive, Orewa",9/10/2014,$1.41M,$1.34M - $1.49M,https://www.homes.co.nz/address/orewa/orewa/55-grand-drive/2ND58
"1/10 Forest Glen, Orewa",9/07/2015,$1.07M,$1.01M - $1.13M,https://www.homes.co.nz/address/orewa/orewa/1-10-forest-glen/Ogn2X
"75B Centreway Road, Orewa",6/02/2019,$995K,$945K - $1.05M,https://www.homes.co.nz/address/orewa/orewa/75b-centreway-road/WvzKK
"100 Landmark Terrace, Orewa",27/08/2013,$1.21M,$1.14M - $1.28M,https://www.homes.co.nz/address/orewa/orewa/100-landmark-terrace/nY4Zg
"148 Landmark Terrace, Orewa",23/10/2020,$1.26M,$1.19M - $1.33M,https://www.homes.co.nz/address/orewa/orewa/148-landmark-terrace/1Aj7E
"5A West Hoe Road, Orewa",24/12/2012,$1.06M,$1.01M - $1.12M,https://www.homes.co.nz/address/orewa/orewa/5a-west-hoe-road/jxwEo
"89 Panorama Heights, Orewa",6/09/2016,$850K,$800K - $895K,https://www.homes.co.nz/address/orewa/orewa/89-panorama-heights/Ln02N
"93 Panorama Heights, Orewa",1/01/1970,$1.66M,$1.57M - $1.75M,https://www.homes.co.nz/address/orewa/orewa/93-panorama-heights/aQ7nV
"95 Panorama Heights, Orewa",10/04/2018,$1.18M,$1.11M - $1.24M,https://www.homes.co.nz/address/orewa/orewa/95-panorama-heights/pZQK2
"97 Panorama Heights, Orewa",7/02/2021,$1.12M,$1.07M - $1.17M,https://www.homes.co.nz/address/orewa/orewa/97-panorama-heights/2a7Aj
"99 Panorama Heights, Orewa",2/08/2016,$860K,$810K - $905K,https://www.homes.co.nz/address/orewa/orewa/99-panorama-heights/jQ5Do
"101 Panorama Heights, Orewa",3/08/2020,$835K,$790K - $880K,https://www.homes.co.nz/address/orewa/orewa/101-panorama-heights/920oW
"103 Panorama Heights, Orewa",17/05/2016,$1.3M,$1.23M - $1.37M,https://www.homes.co.nz/address/orewa/orewa/103-panorama-heights/V2Bnb
"105 Panorama Heights, Orewa",13/09/2017,$1.76M,$1.66M - $1.85M,https://www.homes.co.nz/address/orewa/orewa/105-panorama-heights/r2EjR
"107 Panorama Heights, Orewa",20/02/2018,$1.17M,$1.11M - $1.24M,https://www.homes.co.nz/address/orewa/orewa/107-panorama-heights/BvgL5
"109 Panorama Heights, Orewa",1/01/1970,$1.3M,$1.23M - $1.37M,https://www.homes.co.nz/address/orewa/orewa/109-panorama-heights/rE42Y
"113 Panorama Heights, Orewa",27/02/2020,$1.46M,$1.38M - $1.54M,https://www.homes.co.nz/address/orewa/orewa/113-panorama-heights/xQ0K5
"115 Panorama Heights, Orewa",14/03/2017,$870K,$820K - $920K,https://www.homes.co.nz/address/orewa/orewa/115-panorama-heights/R4qAE
"117 Panorama Heights, Orewa",1/01/1970,$870K,$820K - $920K,https://www.homes.co.nz/address/orewa/orewa/117-panorama-heights/NMegM
"119 Panorama Heights, Orewa",19/03/2021,$1.48M,$1.42M - $1.53M,https://www.homes.co.nz/address/orewa/orewa/119-panorama-heights/0bk9O
"121 Panorama Heights, Orewa",1/01/1970,$1.7M,$1.6M - $1.79M,https://www.homes.co.nz/address/orewa/orewa/121-panorama-heights/XxDxJ
"123 Panorama Heights, Orewa",15/10/2020,$1.23M,$1.16M - $1.3M,https://www.homes.co.nz/address/orewa/orewa/123-panorama-heights/rE4qG
"125 Panorama Heights, Orewa",10/08/2020,$1.19M,$1.13M - $1.26M,https://www.homes.co.nz/address/orewa/orewa/125-panorama-heights/8K1zZ
"127 Panorama Heights, Orewa",31/08/2017,$1.66M,$1.57M - $1.76M,https://www.homes.co.nz/address/orewa/orewa/127-panorama-heights/Gba5r
"128 Eaves Bush Parade, Orewa",15/09/2016,$1.37M,$1.3M - $1.45M,https://www.homes.co.nz/address/orewa/orewa/128-eaves-bush-parade/LvZrk
"130 Eaves Bush Parade, Orewa",15/08/2018,$1.59M,$1.5M - $1.68M,https://www.homes.co.nz/address/orewa/orewa/130-eaves-bush-parade/PPwBX
"132 Eaves Bush Parade, Orewa",13/10/2020,$1.43M,$1.35M - $1.5M,https://www.homes.co.nz/address/orewa/orewa/132-eaves-bush-parade/LnMQ9
"134 Eaves Bush Parade, Orewa",26/03/2018,$1.24M,$1.18M - $1.31M,https://www.homes.co.nz/address/orewa/orewa/134-eaves-bush-parade/JvoOL
"73 Panorama Heights, Orewa",1/01/1970,$1.3M,$1.23M - $1.37M,https://www.homes.co.nz/address/orewa/orewa/73-panorama-heights/MNw24
"23 Syd Grant Crescent, Orewa",18/03/2016,$1.54M,$1.46M - $1.63M,https://www.homes.co.nz/address/orewa/orewa/23-syd-grant-crescent/OJ1gw
"15 Boocock Crescent, Orewa",10/09/2018,$1.57M,$1.48M - $1.65M,https://www.homes.co.nz/address/orewa/orewa/15-boocock-crescent/gQRve
"17 Boocock Crescent, Orewa",26/10/2019,$1.45M,$1.37M - $1.53M,https://www.homes.co.nz/address/orewa/orewa/17-boocock-crescent/nQqZp
"44 Centreway Road, Orewa",9/06/2014,$1.15M,$1.09M - $1.22M,https://www.homes.co.nz/address/orewa/orewa/44-centreway-road/L7OvK
"17 Edward Avenue, Orewa",30/09/2019,$1.59M,$1.5M - $1.68M,https://www.homes.co.nz/address/orewa/orewa/17-edward-avenue/4zx4L
"80 Grovenor Drive, Orewa",27/02/2011,$1.72M,$1.63M - $1.82M,https://www.homes.co.nz/address/orewa/orewa/80-grovenor-drive/JlXv
"21C Milton Road, Orewa",25/08/2016,$1.02M,$965K - $1.08M,https://www.homes.co.nz/address/orewa/orewa/21c-milton-road/ZaQWL
"3 Francis Skinner Place, Orewa",17/07/2017,$1.09M,$1.03M - $1.14M,https://www.homes.co.nz/address/orewa/orewa/3-francis-skinner-place/z4n72
"2 Sunshine Terrace, Orewa",16/12/2019,$1.24M,$1.17M - $1.3M,https://www.homes.co.nz/address/orewa/orewa/2-sunshine-terrace/k9WBA
"417A Hibiscus Coast Highway, Orewa",1/01/1970,$1.42M,$1.23M - $1.61M,https://www.homes.co.nz/address/orewa/orewa/417a-hibiscus-coast-highway/AzgRX
"28 Manhattan Rise, Orewa",10/11/2015,$1.05M,$905K - $1.19M,https://www.homes.co.nz/address/orewa/orewa/28-manhattan-rise/vbeP9
"31B Ngahere Views, Orewa",17/10/2005,$1.04M,$985K - $1.1M,https://www.homes.co.nz/address/orewa/orewa/31b-ngahere-views/Vlepb
"136 Landmark Terrace, Orewa",24/04/2019,$1.46M,$1.38M - $1.54M,https://www.homes.co.nz/address/orewa/orewa/136-landmark-terrace/WjNxb
"9A Puriri Avenue, Orewa",1/01/1970,$965K,$915K - $1.02M,https://www.homes.co.nz/address/orewa/orewa/9a-puriri-avenue/9BQpA
"21 Nukumea Common, Orewa",23/10/2014,$865K,$815K - $910K,https://www.homes.co.nz/address/orewa/orewa/21-nukumea-common/xM4z5
"55 Parkside Drive, Orewa",25/02/2019,$1.32M,$1.24M - $1.39M,https://www.homes.co.nz/address/orewa/orewa/55-parkside-drive/21QAN
"45 Riverside Road, Orewa",12/10/2020,$860K,$815K - $910K,https://www.homes.co.nz/address/orewa/orewa/45-riverside-road/aOQjn
"29 Riverside Road, Orewa",1/01/1970,$985K,$930K - $1.04M,https://www.homes.co.nz/address/orewa/orewa/29-riverside-road/jxJ0o
"75 Parkside Drive, Orewa",26/06/2011,$1.43M,$1.35M - $1.51M,https://www.homes.co.nz/address/orewa/orewa/75-parkside-drive/N4g8n
"92 Panorama Heights, Orewa",27/11/2013,$1.24M,$1.17M - $1.3M,https://www.homes.co.nz/address/orewa/orewa/92-panorama-heights/L7zNN
"3A Puriri Avenue, Orewa",16/11/2017,$1.02M,$960K - $1.08M,https://www.homes.co.nz/address/orewa/orewa/3a-puriri-avenue/bjqlR
"56 Maygrove Drive, Orewa",1/01/1970,$1.18M,$1.11M - $1.24M,https://www.homes.co.nz/address/orewa/orewa/56-maygrove-drive/Wlyjn
"126 Landmark Terrace, Orewa",12/03/2013,$1.27M,$1.2M - $1.34M,https://www.homes.co.nz/address/orewa/orewa/126-landmark-terrace/wnMqD
"305 Hibiscus Coast Highway, Orewa",5/03/2021,$4.03M,$3.85M - $4.18M,https://www.homes.co.nz/address/orewa/orewa/305-hibiscus-coast-highway/JML8R
"33 Crampton Court, Orewa",15/08/2014,$1.28M,$1.21M - $1.35M,https://www.homes.co.nz/address/orewa/orewa/33-crampton-court/EK54G
"47B Centreway Road, Orewa",24/12/2012,$1.05M,$990K - $1.1M,https://www.homes.co.nz/address/orewa/orewa/47b-centreway-road/vpEeG
"2 Courthouse Lane, Orewa",6/12/2018,$1.26M,$1.19M - $1.33M,https://www.homes.co.nz/address/orewa/orewa/2-courthouse-lane/powW4
"106 Panorama Heights, Orewa",24/03/2016,$1.21M,$1.14M - $1.28M,https://www.homes.co.nz/address/orewa/orewa/106-panorama-heights/oBxY4
"7 Milton Road, Orewa",1/01/1970,$1.4M,$1.32M - $1.48M,https://www.homes.co.nz/address/orewa/orewa/7-milton-road/rwlon
"9D Puriri Avenue, Orewa",24/07/2007,$1.03M,$970K - $1.09M,https://www.homes.co.nz/address/orewa/orewa/9d-puriri-avenue/wng7l
"2/12 Elizabeth Street, Orewa",4/12/2014,$1.15M,$1.09M - $1.21M,https://www.homes.co.nz/address/orewa/orewa/2-12-elizabeth-street/4DVk
"3 Tauranga Place, Orewa",2/04/2019,$1.74M,$1.65M - $1.84M,https://www.homes.co.nz/address/orewa/orewa/3-tauranga-place/y0blM
"12A Judd Place, Orewa",1/01/1970,$1.22M,$1.15M - $1.28M,https://www.homes.co.nz/address/orewa/orewa/12a-judd-place/5KjQV
"52A Doment Crescent, Orewa",1/12/2009,$1.13M,$1.06M - $1.19M,https://www.homes.co.nz/address/orewa/orewa/52a-doment-crescent/Kr8Q
"45 Panorama Heights, Orewa",30/07/2015,$1.53M,$1.45M - $1.62M,https://www.homes.co.nz/address/orewa/orewa/45-panorama-heights/BELMk
"27 Landmark Terrace, Orewa",24/10/2020,$1.59M,$1.5M - $1.67M,https://www.homes.co.nz/address/orewa/orewa/27-landmark-terrace/nKNN
"1/486 Hibiscus Coast Highway, Orewa",14/06/2016,$1.03M,$970K - $1.08M,https://www.homes.co.nz/address/orewa/orewa/1-486-hibiscus-coast-highway/XRLn0
"490B Hibiscus Coast Highway, Orewa",14/03/2014,$1.28M,$1.21M - $1.35M,https://www.homes.co.nz/address/orewa/orewa/490b-hibiscus-coast-highway/8jPe1
"19 Puriri Avenue, Orewa",1/01/1970,$1.16M,$1.1M - $1.23M,https://www.homes.co.nz/address/orewa/orewa/19-puriri-avenue/xLVVG
"204A Centreway Road, Orewa",26/01/2016,$1.06M,$1M - $1.12M,https://www.homes.co.nz/address/orewa/orewa/204a-centreway-road/8xRK
"33B Centreway Road, Orewa",30/07/2006,$1.19M,$1.12M - $1.25M,https://www.homes.co.nz/address/orewa/orewa/33b-centreway-road/5KgoM
"89 Roberta Crescent, Orewa",1/01/1970,$1.37M,$1.29M - $1.44M,https://www.homes.co.nz/address/orewa/orewa/89-roberta-crescent/75PQ
"8 Ashburn Close, Orewa",1/01/1970,$1.5M,$1.42M - $1.58M,https://www.homes.co.nz/address/orewa/orewa/8-ashburn-close/GOGkZ
"49A Hatton Road, Orewa",27/06/2019,$915K,$865K - $970K,https://www.homes.co.nz/address/orewa/orewa/49a-hatton-road/ow1N8
"2/14 Riverside Road, Orewa",29/04/2010,$870K,$820K - $915K,https://www.homes.co.nz/address/orewa/orewa/2-14-riverside-road/BPYq
"9 Chesterfield Way, Orewa",17/03/2021,$1.3M,$1.25M - $1.35M,https://www.homes.co.nz/address/orewa/orewa/9-chesterfield-way/oBQ0Q
"52 Panorama Heights, Orewa",5/09/2013,$1.24M,$1.17M - $1.3M,https://www.homes.co.nz/address/orewa/orewa/52-panorama-heights/nWlM
"91 Tauranga Place, Orewa",11/07/2012,$1.34M,$1.27M - $1.42M,https://www.homes.co.nz/address/orewa/orewa/91-tauranga-place/O1wN
"130 West Hoe Heights, Orewa",18/11/2015,$1.79M,$1.7M - $1.89M,https://www.homes.co.nz/address/orewa/orewa/130-west-hoe-heights/oGQ9a
"50 Panorama Heights, Orewa",2/10/2014,$1.24M,$1.17M - $1.3M,https://www.homes.co.nz/address/orewa/orewa/50-panorama-heights/Y1W0P
"68 Landmark Terrace, Orewa",8/05/2012,$1.42M,$1.34M - $1.5M,https://www.homes.co.nz/address/orewa/orewa/68-landmark-terrace/JleDR
"112C/30 Ambassador Glade, Orewa",1/01/1970,$965K,$910K - $1.02M,https://www.homes.co.nz/address/orewa/orewa/112c-30-ambassador-glade/eeq2
"1/160 Centreway Road, Orewa",22/04/2018,$905K,$855K - $955K,https://www.homes.co.nz/address/orewa/orewa/1-160-centreway-road/MoxR4
"84 Landmark Terrace, Orewa",14/08/2020,$945K,$890K - $995K,https://www.homes.co.nz/address/orewa/orewa/84-landmark-terrace/eqQ8Q
"43 Panorama Heights, Orewa",7/11/2014,$1.59M,$1.5M - $1.67M,https://www.homes.co.nz/address/orewa/orewa/43-panorama-heights/ODAa1
"82 Eaves Bush Parade, Orewa",30/10/2013,$1.74M,$1.65M - $1.84M,https://www.homes.co.nz/address/orewa/orewa/82-eaves-bush-parade/R0PWg
"49 Panorama Heights, Orewa",30/06/2018,$2.1M,$1.98M - $2.22M,https://www.homes.co.nz/address/orewa/orewa/49-panorama-heights/VgBJq
"17 Nukumea Common, Orewa",27/06/2013,$1M,$945K - $1.06M,https://www.homes.co.nz/address/orewa/orewa/17-nukumea-common/NKxAk
"121 Waldorf Crescent, Orewa",4/06/2015,$1.54M,$1.46M - $1.63M,https://www.homes.co.nz/address/orewa/orewa/121-waldorf-crescent/V8kvD
"3 Fantail Court, Orewa",9/06/2009,$700K,$665K - $740K,https://www.homes.co.nz/address/orewa/orewa/3-fantail-court/x4V55
"51 Parkside Drive, Orewa",7/09/2014,$1.37M,$1.29M - $1.44M,https://www.homes.co.nz/address/orewa/orewa/51-parkside-drive/O8ElN
"129A Centreway Road, Orewa",15/09/2008,$935K,$885K - $990K,https://www.homes.co.nz/address/orewa/orewa/129a-centreway-road/J4DvQ
"9C Manuka Street, Orewa",1/01/1970,$1.14M,$1.08M - $1.2M,https://www.homes.co.nz/address/orewa/orewa/9c-manuka-street/XOeP0
"7B Centreway Road, Orewa",7/04/2021,$975K,$920K - $1.03M,https://www.homes.co.nz/address/orewa/orewa/7b-centreway-road/vyVeO
"2/69 Florence Avenue, Orewa",21/05/2005,$940K,$885K - $990K,https://www.homes.co.nz/address/orewa/orewa/2-69-florence-avenue/yR59W
"149 Roberta Crescent, Orewa",19/03/2017,$1.27M,$1.2M - $1.34M,https://www.homes.co.nz/address/orewa/orewa/149-roberta-crescent/BDWB4
"53 Lakeside Drive, Orewa",3/05/2021,$1.34M,$1.29M - $1.37M,https://www.homes.co.nz/address/orewa/orewa/53-lakeside-drive/5oVNE
